102001,102,Hitto Bicycle for sale,Pre-loved Bicycle for sale. Value for money. See to believe. Price negotiable.,./products/hito_x6_1650783065_79aeed41_progressive.jpg,./products/placeholder.gif,./products/placeholder.gif,1,350.3,01/06/2022 13:01,FALSE,FALSE,3
102002,102,Bento cake,"Customized cake for any occassion - Birthday, Graduation, Wedding etc. Any flavor upon request.",./products/bento_cake_1651007873_89ca92fc_progressive.jpg,./products/placeholder.gif,./products/placeholder.gif,1,25.2,01/06/2022 21:10,FALSE,FALSE,0
102003,102,Brand New PS5 DISK VER (Trade in Welcome),PS4 PRO black with top up $900 PS4 SLIM With top up $990 PS4 Fat with top up $1120     PS4 must come with 1ctr and no Repair be4. It no trade in $1200 Special Bundle add Sony Pulse 3D Wireless Headset $1250,./products/brand_new_ps5_disk_ver_1645716864_41c50642_progressive.jpg,./products/placeholder.gif,./products/placeholder.gif,1,900,05/01/2022 18:43,FALSE,FALSE,5
102004,102,Nike Air Force 1 Low White Sail Grey♥️     Size:Euro 36-45 🎁     Free delivery to your House 💯   $10 discount for second pair ‼️  Pre Order ⏰  Waiting Time: 5-7 days 📩    DM for more details and other designs ❓   If you don't know which size you can DM me for help 🚶‍♀️    Follow us for Lates Style,./products/nike_air_force_1_low_white_sai_1650103103_14c2d21c_progressive.jpg,./products/placeholder.gif,./products/placeholder.gif,./products/placeholder.gif,1,900,01/02/2022 23:30,FALSE,FALSE,8
102005,102,Air jordan 1,"BNDS. size US8.5, letting go at $300. Confirm Authentic with receipt proof.",images/airjordans.jpg,./products/placeholder.gif,./products/placeholder.gif,1,300,08/01/2022 14:08,FALSE,FALSE,3
102006,102,Audiophile Headphones,"pair of audiophile headphone. wide soundstage, great level of detail retrieval even though it is closed back. slightly punchy mid-bass, but no sub bass. treble non-peaky",images/headphone.jpg,./products/placeholder.gif,./products/placeholder.gif,1,150,23/01/2022 09:10,FALSE,FALSE,9
102007,100,Leather couch,"SELL : leather couch, no cracks. Only used for 5 months. Letting go because take up too much space.",images/couch.jpg,./products/placeholder.gif,./products/placeholder.gif,1,600,06/05/2022 16:45,FALSE,FALSE,2
102008,100,Free weights,"Selling free weights. 10-20kg lifting plates available, each at $15. PM me if interested. FYI : self collection",images/freeweights.jpg,./products/placeholder.gif,./products/placeholder.gif,1,15,04/05/2022 16:47,FALSE,FALSE,11
102009,100,Cameras,"WTS : different model camera, price varies, PM me @ +65 12345678 for more info.",images/itemcamera.jpg,./products/placeholder.gif,./products/placeholder.gif,1,1000,04/05/2022 16:50,FALSE,FALSE,9
102010,101,20L WATER DISPENSER BOILER,Temperature 30-100 degree Celsius. Size:40(d)x60(h)cm,./products/Boiler1.jpg,./products/placeholder.gif,./products/placeholder.gif,1,200,07/05/2022 16:50,FALSE,FALSE,11
102011,101,3 LEVEL BAINE MARIE,6 brackets with trays included. Size:120(l)x100(w)x170(h)cm,./products/3-level Baine marie.jpg,./products/placeholder.gif,./products/placeholder.gif,1,1250,07/05/2022 16:50,FALSE,FALSE,15
102012,101,EGGTART MACHINE,Diameters of 5-8cm. Size:50(l)x30(w)x50(h)cm,./products/Eggtart machine.jpg,./products/placeholder.gif,./products/placeholder.gif,1,199,07/05/2022 16:50,FALSE,FALSE,1
102013,101,3 LEVEL MOVABLE SHELF,Detachable shelves with wheels. Size:100(l)x50(w)x80(h)cm,./products/3 level movable shelf.jpg,./products/placeholder.gif,./products/placeholder.gif,1,129,07/05/2022 16:50,FALSE,FALSE,3
102014,101,20L SOYMILK BLENDER,Fully automatic with boiling control. Size:50(d)x80(h)cm,./products/20L Soyamilk blender.jpg,./products/placeholder.gif,./products/placeholder.gif,1,899,07/05/2022 16:50,FALSE,FALSE,2
102015,101,VEGETABLE CUTTER,Cut all sorts of vegetables in different sizes. Size:50(l)x50(w)x80(h)cm,./products/Vegetable cutter.jpg,./products/placeholder.gif,./products/placeholder.gif,1,799,07/05/2022 16:50,FALSE,FALSE,1
